"occurrence_no","name","diet","type","length_m","max_ma","min_ma","region","lng","lat","class","family"
711089,"Saurornitholestes","carnivorous","small theropod",1.5,83.5,70.6,"New Mexico",-108.084167,36.343613,"Saurischia","Dromaeosauridae"
711090,"Saurornitholestes","carnivorous","small theropod",1.5,83.5,70.6,"New Mexico",-108.084167,36.343613,"Saurischia","Dromaeosauridae"
711287,"Saurornitholestes","carnivorous","small theropod",1.5,83.5,70.6,"Texas",-103.550003,29.200001,"Saurischia","Dromaeosauridae"
711596,"Aardonyx","herbivorous","sauropod",8,201.3,190.8,"Free State",27.824444,-28.466389,"Saurischia",null
711597,"Pulanesaura",null,null,null,201.3,190.8,"Free State",27.825277,-28.466667,"Saurischia",null
711598,"Arcusaurus",null,null,null,201.3,190.8,"Free State",27.825277,-28.466667,"Saurischia",null
711759,"Subtiliolithus",null,null,null,72.1,66,"Madhya Pradesh",80.916664,22.9,"Saurischia","Subtiliolithidae"
712661,"Thecodontosaurus","omnivorous","sauropod",2.5,208.5,201.3,"England",-2.428889,51.622501,"Saurischia",null
716387,"Suzhousaurus",null,null,null,129.4,113,"Gansu",98.500786,39.928898,"Saurischia","Therizinosauridae"
717652,"Massospondylus","omnivorous","sauropod",4,201.3,190.8,"Free State",27.616667,-30.566668,"Saurischia","Massospondylidae"
717771,"Euhelopus","herbivorous","sauropod",10,125.45,122.46,"Liaoning",120.913269,41.603352,"Saurischia",null
717830,"Cetiosaurus","herbivorous","sauropod",18,174.1,168.3,"England",-2.1,51.584999,"Saurischia",null
717831,"Cetiosaurus","herbivorous","sauropod",18,164.7,161.2,"England",-2.2115,51.329899,"Saurischia",null
717832,"Cardiodon",null,null,null,167.7,164.7,"England",-2.231111,51.34,"Saurischia",null
728364,"Procompsognathus","carnivorous","small theropod",1,215.56,212,"Baden-Württemberg",8.9764,49.0644,"Saurischia",null
735725,"Mamenchisaurus","herbivorous","sauropod",22,152.1,139.8,"Mukdahan",104.433296,16.26667,"Saurischia","Mamenchisauridae"
735732,"Lufengosaurus","herbivorous","sauropod",6,199.3,190.8,"Yunnan",102.107323,25.172689,"Saurischia","Massospondylidae"
735736,"Yunnanosaurus","omnivorous","sauropod",7,199.3,190.8,"Yunnan",102.107323,25.172689,"Saurischia",null
735739,"Sinosaurus",null,null,null,199.3,190.8,"Yunnan",102.107323,25.172689,"Saurischia",null
735801,"Lufengosaurus","herbivorous","sauropod",6,199.3,190.8,"Yunnan",102.107323,25.172689,"Saurischia","Massospondylidae"
735805,"Yunnanosaurus","omnivorous","sauropod",7,199.3,190.8,"Yunnan",102.107323,25.172689,"Saurischia",null
735807,"Sinosaurus",null,null,null,199.3,190.8,"Yunnan",102.107323,25.172689,"Saurischia",null
735809,"Lufengosaurus","herbivorous","sauropod",6,199.3,190.8,"Yunnan",102.107323,25.172689,"Saurischia","Massospondylidae"
739174,"Daspletosaurus","carnivorous","large theropod",9,83.5,70.6,"New Mexico",-108.084167,36.343887,"Saurischia","Tyrannosauridae"
739417,"Sinocalliopteryx","carnivorous","small theropod",2.37,129.4,122.46,"Liaoning",120.840065,41.599007,"Saurischia","Compsognathidae"
739555,"Omeisaurus","herbivorous","sauropod",20,170.3,163.5,"Sichuan",104.852501,29.411388,"Saurischia",null
740917,"Pakisaurus",null,null,null,72.1,66,"Balochistan",69.385834,29.682501,"Saurischia","Pakisauridae"
740918,"Sulaimanisaurus",null,null,null,72.1,66,"Balochistan",69.385834,29.682501,"Saurischia","Pakisauridae"
740919,"Khetranisaurus",null,null,null,72.1,66,"Balochistan",69.385834,29.682501,"Saurischia","Pakisauridae"
740920,"Balochisaurus",null,null,null,72.1,66,"Balochistan",69.385834,29.682501,"Saurischia","Balochisauridae"
740921,"Marisaurus",null,null,null,72.1,66,"Balochistan",69.385834,29.682501,"Saurischia","Balochisauridae"
740922,"Pakisaurus",null,null,null,72.1,66,"Balochistan",69.400002,29.688057,"Saurischia","Pakisauridae"
740923,"Balochisaurus",null,null,null,72.1,66,"Balochistan",69.400002,29.688057,"Saurischia","Balochisauridae"
740924,"Marisaurus",null,null,null,72.1,66,"Balochistan",69.400002,29.688057,"Saurischia","Balochisauridae"
740925,"Sulaimanisaurus",null,null,null,72.1,66,"Balochistan",69.366699,29.6833,"Saurischia","Pakisauridae"
740926,"Vitakridrinda",null,null,null,72.1,66,"Balochistan",69.366699,29.6833,"Saurischia",null
740927,"Vitakridrinda",null,null,null,72.1,66,"Balochistan",69.39917,29.700001,"Saurischia",null
740928,"Vitakridrinda",null,null,null,72.1,66,"Balochistan",69.39917,29.700001,"Saurischia",null
740929,"Marisaurus",null,null,null,72.1,66,"Balochistan",69.39917,29.700001,"Saurischia","Balochisauridae"
740930,"Pakisaurus",null,null,null,72.1,66,"Balochistan",69.39917,29.700001,"Saurischia","Pakisauridae"
740931,"Pakisaurus",null,null,null,72.1,66,"Balochistan",69.400002,29.688057,"Saurischia","Pakisauridae"
740932,"Sulaimanisaurus",null,null,null,72.1,66,"Balochistan",69.400002,29.688057,"Saurischia","Pakisauridae"
740933,"Balochisaurus",null,null,null,72.1,66,"Balochistan",69.400002,29.688057,"Saurischia","Balochisauridae"
740934,"Marisaurus",null,null,null,72.1,66,"Balochistan",69.400002,29.688057,"Saurischia","Balochisauridae"
740935,"Vitakridrinda",null,null,null,72.1,66,"Balochistan",69.400002,29.688057,"Saurischia",null
740936,"Vitakridrinda",null,null,null,72.1,66,"Balochistan",69.400002,29.688057,"Saurischia",null
740937,"Marisaurus",null,null,null,72.1,66,"Balochistan",69.400002,29.688057,"Saurischia","Balochisauridae"
740952,"Marisaurus",null,null,null,72.1,66,"Balochistan",69.451134,29.773384,"Saurischia","Balochisauridae"
740953,"Balochisaurus",null,null,null,72.1,66,"Balochistan",69.451134,29.773384,"Saurischia","Balochisauridae"
745312,"Pamparaptor",null,null,null,93.5,85.8,"Neuquén",-68.783333,-38.450001,"Saurischia",null
747142,"Samanadrinda",null,null,null,174.1,163.5,"Punjab",70.150002,32.924999,"Saurischia",null
749719,"Thecodontosaurus","omnivorous","sauropod",2.5,201.3,190.8,"Matabeleland North",28.088182,-20.022333,"Saurischia",null
749744,"Massospondylus","omnivorous","sauropod",4,201.3,190.8,"Matabeleland North",28.466669,-19.983332,"Saurischia","Massospondylidae"
750081,"Minisauripus",null,null,null,125,100.5,"Gyeongsangnam-do",128.033295,34.900002,"Saurischia",null
750082,"Minisauripus",null,null,null,125,100.5,"Gyeongsangnam-do",128.083298,34.900002,"Saurischia",null
751819,"Megalosaurus","carnivorous","large theropod",9,139.8,132.9,"England",-2.464579,50.66798,"Saurischia","Megalosauridae"
751962,"Ornitholestes","carnivorous","small theropod",2,157.3,145,"Wyoming",-106.00222,41.893055,"Saurischia","Compsognathidae"
751963,"Stokesosaurus",null,null,null,157.3,145,"Wyoming",-106.00222,41.893055,"Saurischia",null
755322,"Magyarosaurus","herbivorous","sauropod",5,70.6,66,"Alba",23.521614,46.043896,"Saurischia",null
757986,"Kryptops",null,null,null,125,100.5,"Agadez",9.116667,16.433332,"Saurischia","Abelisauridae"
757989,"Eocarcharia",null,null,null,125,100.5,"Agadez",9.133333,16.299999,"Saurischia","Carcharodontosauridae"
770341,"Carmelopodus",null,null,null,167.7,164.7,"England",-0.930563,52.011539,"Saurischia",null
771700,"Saurornitholestes","carnivorous","small theropod",1.5,83.6,72.1,"Alabama",-88.084724,32.923332,"Saurischia","Dromaeosauridae"
772533,"Zhongornis",null,null,null,125.45,122.46,"Liaoning",119.3983,41.239658,"Saurischia",null
772534,"Uberabatitan",null,null,null,70.6,66,"Minas Gerais",-48.028332,-19.592501,"Saurischia",null
774078,"Satapliasaurus",null,null,null,175.6,171.6,"England",-0.50973,54.400871,"Saurischia",null
774681,"Megalosaurus","carnivorous","large theropod",9,167.7,164.7,"England",-1.429167,51.863335,"Saurischia","Megalosauridae"
775071,"Grallator (Grallator)",null,null,null,201.3,196.5,"Swietokrzyskie",21.633333,50.933334,"Saurischia","Eubrontidae"
775079,"Stenonyx",null,null,null,201.3,196.5,"Swietokrzyskie",21.633333,50.933334,"Saurischia","Anchisauripodidae"
775080,"Stenonyx",null,null,null,201.3,196.5,"Swietokrzyskie",20.685158,51.14106,"Saurischia","Anchisauripodidae"
778203,"Evazoum",null,null,null,208.5,199.3,"Utah",-111.309723,37.857777,"Saurischia",null
778596,"Evazoum",null,null,null,228,208.5,"New Mexico",-103.639397,34.976601,"Saurischia",null
778603,"Baryonyx","carnivorous","large theropod",10,139.8,125.45,"Castilla y Leon",-3.233333,42.024166,"Saurischia","Spinosauridae"
778835,"Velociraptor","carnivorous","small theropod",1.8,83.6,72.1,"Nei Mongol",106.723892,41.788055,"Saurischia","Dromaeosauridae"
778886,"Chilesaurus",null,null,null,152.1,145,"Aisén",-72.366669,-46.583332,"Saurischia",null
778927,"Coelophysis","carnivorous","small theropod",2,228,208.5,"New Mexico",-104.150558,34.979168,"Saurischia",null
780402,"Qingxiusaurus",null,null,null,100.5,66,"Guangxi",108.316704,22.8167,"Saurischia",null
780405,"Barrancapus",null,null,null,221.5,215.56,"New Mexico",-103.488297,35.159779,"Saurischia",null
780406,"Pseudotetrasauropus",null,null,null,228,208.5,"New Mexico",-103.639397,34.976601,"Saurischia",null
780407,"Evazoum",null,null,null,228,208.5,"New Mexico",-103.47139,34.942501,"Saurischia",null
780411,"Evazoum",null,null,null,228,208.5,"New Mexico",-103.442497,34.951668,"Saurischia",null
780608,"Suzhousaurus",null,null,null,129.4,113,"Gansu",98.500786,39.928898,"Saurischia","Therizinosauridae"
780690,"Evazoum",null,null,null,228,208.5,"New Mexico",-103.152702,36.937901,"Saurischia",null
780851,"Senqutrisauropus",null,null,null,237,208.5,null,27.51667,-30.366671,"Saurischia","Anchisauridae"
780853,"Bosiutrisauropus",null,null,null,237,208.5,null,27.433331,-29.366671,"Saurischia",null
780856,"Pseudotetrasauropus",null,null,null,237,208.5,null,27.433331,-29.366671,"Saurischia",null
780857,"Lavinipes",null,null,null,237,208.5,null,27.433331,-29.366671,"Saurischia",null
780868,"Qomoqomosauropus",null,null,null,199.3,190.8,null,27.73333,-30.433331,"Saurischia","Anchisauridae"
780870,"Kainomoyenisauropus",null,null,null,199.3,190.8,null,27.25,-29.85,"Saurischia","Anchisauridae"
780928,"Mafatrisauropus",null,null,null,228,201.3,"Mohale's Hoek",27.516701,-30.2167,"Saurischia",null
780929,"Pseudotrisauropus",null,null,null,199.3,190.8,null,28.049999,-28.883301,"Saurischia","Thecodontosauridae"
780931,"Mafatrisauropus",null,null,null,199.3,190.8,null,28.049999,-28.883301,"Saurischia",null
781501,"Eosauropus",null,null,null,228,208.5,"Colorado",-102.989723,37.012779,"Saurischia",null
781506,"Barrancapus",null,null,null,228,208.5,"Arizona",-109.875557,34.811111,"Saurischia",null
781633,"Velociraptor","carnivorous","small theropod",1.8,83.5,70.6,"Omnogov",103.30278,44.228333,"Saurischia","Dromaeosauridae"
782321,"Mahakala",null,null,null,83.5,70.6,"Omnogov",103.26667,44.216667,"Saurischia","Dromaeosauridae"
782368,"Allosaurus","carnivorous","large theropod",12,161.2,152.1,"New Mexico",-107.831299,35.428398,"Saurischia","Allosauridae"
782372,"Achillesaurus",null,null,null,86.3,83.6,"Río Negro",-67.632317,-39.117722,"Saurischia","Alvarezsauridae"
785829,"Huanghetitan",null,null,null,145,100.5,"Gansu",103.312798,35.94083,"Saurischia",null
786393,"Majungasaurus","carnivorous","large theropod",6,72.1,66,"Mahajanga",46.59454,-15.899497,"Saurischia","Abelisauridae"
786394,"Majungasaurus","carnivorous","large theropod",6,72.1,66,"Mahajanga",46.578609,-15.902778,"Saurischia","Abelisauridae"
786395,"Majungasaurus","carnivorous","large theropod",6,72.1,66,"Mahajanga",46.583332,-15.9,"Saurischia","Abelisauridae"
786396,"Majungasaurus","carnivorous","large theropod",6,72.1,66,"Mahajanga",46.583332,-15.9,"Saurischia","Abelisauridae"
786397,"Majungasaurus","carnivorous","large theropod",6,72.1,66,"Mahajanga",46.583332,-15.9,"Saurischia","Abelisauridae"
786398,"Majungasaurus","carnivorous","large theropod",6,72.1,66,"Mahajanga",46.59454,-15.899497,"Saurischia","Abelisauridae"
786399,"Majungasaurus","carnivorous","large theropod",6,72.1,66,"Mahajanga",46.582222,-15.907778,"Saurischia","Abelisauridae"
786400,"Majungasaurus","carnivorous","large theropod",6,72.1,66,"Mahajanga",46.583332,-15.9,"Saurischia","Abelisauridae"
786401,"Majungasaurus","carnivorous","large theropod",6,72.1,66,"Mahajanga",46.5825,-15.908611,"Saurischia","Abelisauridae"
786406,"Masiakasaurus","carnivorous","small theropod",2,72.1,66,"Mahajanga",46.5825,-15.908611,"Saurischia","Noasauridae"
786409,"Masiakasaurus","carnivorous","small theropod",2,72.1,66,"Mahajanga",46.59454,-15.899497,"Saurischia","Noasauridae"
787589,"Majungasaurus","carnivorous","large theropod",6,72.1,66,"Mahajanga",46.582222,-15.907778,"Saurischia","Abelisauridae"
787590,"Masiakasaurus","carnivorous","small theropod",2,72.1,66,"Mahajanga",46.582222,-15.907778,"Saurischia","Noasauridae"
788611,"Alamosaurus","herbivorous","sauropod",21,72.1,66,"Texas",-103.159576,29.438757,"Saurischia","Saltasauridae"
788613,"Alamosaurus","herbivorous","sauropod",21,72.1,66,"Texas",-103.159576,29.438757,"Saurischia","Saltasauridae"
788827,"Vouivria",null,null,null,161.2,155.7,"Franche-Comté",5.419167,47.066387,"Saurischia","Brachiosauridae"
789022,"Epidexipteryx",null,null,null,164.7,161.2,"Nei Mongol",119.238609,41.316387,"Saurischia",null
790048,"Richardoestesia","carnivorous","small theropod",1.5,72.1,66,"Montana",-106.896561,47.613911,"Saurischia","Dromaeosauridae"
790049,"Saurornitholestes","carnivorous","small theropod",1.5,72.1,66,"Montana",-106.896561,47.613911,"Saurischia","Dromaeosauridae"
790050,"Paronychodon","carnivorous","large theropod",5,72.1,66,"Montana",-106.896561,47.613911,"Saurischia","Troodontidae"
790073,"Paronychodon","carnivorous","large theropod",5,72.1,66,"Montana",-106.896561,47.613911,"Saurischia","Troodontidae"
790074,"Richardoestesia","carnivorous","small theropod",1.5,72.1,66,"Montana",-106.896561,47.613911,"Saurischia","Dromaeosauridae"
790076,"Dromaeosaurus","carnivorous","small theropod",1.8,72.1,66,"Montana",-106.896561,47.613911,"Saurischia","Dromaeosauridae"
790098,"Skorpiovenator",null,null,null,99.6,89.8,"Neuquén",-68.807487,-39.235462,"Saurischia","Abelisauridae"
790505,"Wildeichnus",null,null,null,166.1,157.3,"Santa Cruz",-68.116669,-47.583332,"Saurischia",null
790506,"Sarmientichnus",null,null,null,166.1,157.3,"Santa Cruz",-68.116669,-47.583332,"Saurischia",null
795820,"Pitekunsaurus",null,null,null,83.5,70.6,"Neuquén",-68.943336,-37.452221,"Saurischia",null
796106,"Albertonykus",null,null,null,70.6,66,"Alberta",-112.883331,51.995834,"Saurischia",null
796112,"Atrociraptor",null,null,null,70.6,66,"Alberta",-112.883331,51.995834,"Saurischia","Dromaeosauridae"
796113,"Troodon","carnivorous","small theropod",2,70.6,66,"Alberta",-112.883331,51.995834,"Saurischia","Troodontidae"
796176,"Malarguesaurus",null,null,null,89.3,85.8,"Mendoza",-69.563431,-36.997494,"Saurischia",null
796183,"Malarguesaurus",null,null,null,89.3,85.8,"Mendoza",-69.563492,-37.019196,"Saurischia",null
796323,"Alvarezsaurus","carnivorous","small theropod",2,86.3,83.6,"Neuquén",-68.234169,-38.953888,"Saurischia","Alvarezsauridae"
796335,"Pectinodon",null,null,null,70.6,66,"Wyoming",-104.566704,43.150002,"Saurischia","Troodontidae"
796337,"Troodon","carnivorous","small theropod",2,70.6,66,"Wyoming",-104.566704,43.150002,"Saurischia","Troodontidae"
800076,"Panphagia",null,null,null,237,228,"San Juan",-67.877502,-30.137222,"Saurischia","Guaibasauridae"
801924,"Fukuititan",null,null,null,129.4,125,"Fukui",136.550003,36.116669,"Saurischia",null
801929,"Itsukisauropus",null,null,null,132.9,129.4,"Fukui",136.766663,35.883331,"Saurischia",null
801931,"Byakudansauropus",null,null,null,139.8,125,"Ishikawa",136.649994,36.183334,"Saurischia",null
803157,"Beipiaosaurus","omnivorous","small theropod",2,130,122.46,"Liaoning",119.7957,40.807522,"Saurischia",null
803989,"Magyarosaurus","herbivorous","sauropod",5,83.5,66,"Judetul Covurlui",22.916668,45.549999,"Saurischia",null
804049,"Garudimimus","omnivorous","large theropod",4.7,100.5,83.6,"Omnogov",107.518059,43.144169,"Saurischia",null
804050,"Ajancingenia",null,null,null,83.6,72.1,"Omnogov",99.599998,43.299999,"Saurischia","Oviraptoridae"
805393,"Hesperonychus",null,null,null,83.5,70.6,"Alberta",-110.266197,49.956699,"Saurischia","Dromaeosauridae"
805394,"Hesperonychus",null,null,null,83.5,70.6,"Alberta",-112.577003,49.283001,"Saurischia","Dromaeosauridae"
805395,"Hesperonychus",null,null,null,83.5,70.6,"Alberta",-111.63166,50.809345,"Saurischia","Dromaeosauridae"
805396,"Hesperonychus",null,null,null,83.5,70.6,"Alberta",-110.369003,49.203999,"Saurischia","Dromaeosauridae"
809197,"Ceratonykus",null,null,null,83.5,70.6,"Omnogov",99.449997,43.150002,"Saurischia",null
809199,"Conchoraptor","carnivorous","small theropod",1.5,83.5,70.6,"Omnogov",99.449997,43.150002,"Saurischia","Oviraptoridae"
809200,"Therizinosaurus","herbivorous","large theropod",10,72.1,66,"Omnogov",101.275002,43.491669,"Saurischia","Therizinosauridae"
810684,"Xiongguanlong",null,null,null,125,100.5,"Gansu",98.413506,39.771988,"Saurischia",null
810685,"Beishanlong",null,null,null,125,100.5,"Gansu",98.413506,39.771988,"Saurischia",null
811327,"Troodon","carnivorous","small theropod",2,83.5,66,"Alaska",-151.496674,70.089996,"Saurischia","Troodontidae"
811339,"Adeopapposaurus",null,null,null,201.3,174.1,"San Juan",-68.5,-30.5,"Saurischia","Massospondylidae"
811348,"Tyrannosaurus","carnivorous","large theropod",12,70.6,66,"Montana",-104.891388,45.730145,"Saurischia","Tyrannosauridae"
811553,"Graciliraptor",null,null,null,125.45,122.46,"Liaoning",120.913269,41.603352,"Saurischia","Dromaeosauridae"
811555,"Erliansaurus",null,null,null,83.5,70.6,"Nei Mongol",113.715599,43.840302,"Saurischia","Therizinosauridae"
811556,"Daanosaurus",null,null,null,163.5,145,"Sichuan",104.769997,29.219999,"Saurischia",null
811738,"Saurischichnus",null,null,null,228,208.5,"Baden-Württemberg",9.08333,48.533329,"Saurischia",null
811835,"Sinraptor","carnivorous","large theropod",7.6,163.5,157.3,"Sichuan",104.771347,29.390814,"Saurischia","Neovenatoridae"
812318,"Baryonyx","carnivorous","large theropod",10,145,113,"Castilla y Leon",-3.173503,42.150997,"Saurischia","Spinosauridae"
812321,"Baryonyx","carnivorous","large theropod",10,145,113,"Castilla y Leon",-3.242159,41.934547,"Saurischia","Spinosauridae"
812324,"Baryonyx","carnivorous","large theropod",10,136.4,125.45,"Castilla y Leon",-3.637636,42.301987,"Saurischia","Spinosauridae"
812410,"Albertosaurus","carnivorous","large theropod",9,100.5,66,"Missouri",-90.027779,37.31778,"Saurischia","Tyrannosauridae"
814072,"Troodon","carnivorous","small theropod",2,83.5,70.6,"Alberta",-118.510719,55.260429,"Saurischia","Troodontidae"
814080,"Richardoestesia","carnivorous","small theropod",1.5,83.5,70.6,"Alberta",-118.512512,55.254459,"Saurischia","Dromaeosauridae"
814090,"Saurornitholestes","carnivorous","small theropod",1.5,83.5,70.6,"Alberta",-118.512512,55.254459,"Saurischia","Dromaeosauridae"
814091,"Troodon","carnivorous","small theropod",2,83.5,70.6,"Alberta",-118.512512,55.254459,"Saurischia","Troodontidae"
816530,"Malawisaurus","herbivorous","sauropod",9,125,113,"Northern",34.025002,-10.283333,"Saurischia",null
816654,"Evazoum",null,null,null,232,221.5,"Trentino-Alto Adige",11.119181,46.226288,"Saurischia",null
819364,"Chirostenotes","omnivorous","small theropod",1.7,70.6,66,"Montana",-107,47.599998,"Saurischia","Caenagnathidae"
819381,"Richardoestesia","carnivorous","small theropod",1.5,70.6,66,"Montana",-107,47.599998,"Saurischia","Dromaeosauridae"
819582,"Limusaurus",null,null,null,163.5,157.3,"Xinjiang",88.900627,45.147804,"Saurischia",null
819769,"Aerosteon",null,null,null,83.5,70.6,"Mendoza",-69.330498,-37.134998,"Saurischia","Megaraptoridae"
819844,"Diamantinasaurus",null,null,null,99.6,93.5,"Queensland",142.52861,-22.199722,"Saurischia",null
819848,"Australovenator",null,null,null,99.6,93.5,"Queensland",142.52861,-22.199722,"Saurischia","Neovenatoridae"
824852,"Tianyuraptor",null,null,null,129.4,125,"Liaoning",121.416664,41.366669,"Saurischia","Dromaeosauridae"
824853,"Sinornithosaurus","carnivorous","small theropod",2,125.45,122.46,"Liaoning",121.13813,41.13401,"Saurischia","Dromaeosauridae"
824866,"Megalosaurus","carnivorous","large theropod",9,208.5,201.3,"Franche-Comte",5.97,47.285,"Saurischia","Megalosauridae"
825649,"Deinonychus","carnivorous","small theropod",3,122.46,112.03,"Maryland",-76.868477,39.070869,"Saurischia","Dromaeosauridae"
825650,"Coelurus","carnivorous","small theropod",1.8,122.46,112.03,"Maryland",-76.868477,39.070869,"Saurischia",null
825651,"Acrocanthosaurus","carnivorous","large theropod",12,122.46,112.03,"Maryland",-76.868477,39.070869,"Saurischia","Carcharodontosauridae"
825967,"Albertosaurus","carnivorous","large theropod",9,83.5,70.6,"Sonora",-109.614967,31.07819,"Saurischia","Tyrannosauridae"
826222,"Titanosaurus",null,null,null,70.6,66,"Languedoc-Roussillon",2.006495,43.174362,"Saurischia",null
826709,"Qiaowanlong",null,null,null,125,100.5,"Gansu",98.147491,40.458885,"Saurischia","Euhelopodidae"
826758,"Barrosasaurus",null,null,null,83.5,70.6,"Neuquén",-68.84111,-38.840832,"Saurischia",null
826856,"Dongbeititan",null,null,null,129.4,125,"Liaoning",120.717308,41.765495,"Saurischia",null
826867,"Eomamenchisaurus",null,null,null,174.1,163.5,"Yunnan",101.90889,25.947222,"Saurischia","Mamenchisauridae"
826891,"Baotianmansaurus",null,null,null,93.5,70.6,"Henan",112.021675,33.251297,"Saurischia",null
828528,"Fusuisaurus",null,null,null,145,100.5,"Guangxi",107.907501,22.639444,"Saurischia",null
828882,"Albertosaurus","carnivorous","large theropod",9,83.5,70.6,"Sonora",-109.790428,31.124395,"Saurischia","Tyrannosauridae"
828885,"Albertosaurus","carnivorous","large theropod",9,83.5,70.6,"Sonora",-109.790428,31.124395,"Saurischia","Tyrannosauridae"
829028,"Afrovenator","carnivorous","large theropod",9,174.1,145,"Agadez",6.53333,16.83333,"Saurischia","Megalosauridae"
829104,"Raptorex",null,null,null,129.4,122.46,"Nei Mongol",119.666664,41.333332,"Saurischia",null
829375,"Daxiatitan",null,null,null,145,100.5,"Gansu",103.218102,35.728329,"Saurischia",null
829422,"Titanopodus",null,null,null,83.5,66,"Mendoza",-69.733887,-35.448612,"Saurischia",null
829458,"Anchiornis",null,null,null,163.5,157.3,"Liaoning",119.650002,40.916668,"Saurischia",null
829826,"Argoides",null,null,null,201.3,190.8,"Massachusetts",-72.514664,42.606197,"Saurischia",null
829832,"Plesiornis",null,null,null,201.3,199.3,"Massachusetts",-72.530952,42.606773,"Saurischia",null
829861,"Platypterna",null,null,null,201.3,190.8,"Massachusetts",-72.535553,42.609165,"Saurischia",null
829868,"Otozoum",null,null,null,201.3,190.8,"Massachusetts",-72.549606,42.612213,"Saurischia","Otozoidae"
829892,"Platypterna",null,null,null,201.3,190.8,"Connecticut",-72.657867,41.725101,"Saurischia",null
829912,"Otozoum",null,null,null,201.3,190.8,"Connecticut",-72.643692,41.574936,"Saurischia","Otozoidae"
830048,"Eubrontes (Brontozoum)",null,null,null,201.3,199.3,"Massachusetts",-72.606216,42.263927,"Saurischia","Eubrontidae"
830050,"Eubrontes (Brontozoum)",null,null,null,201.3,190.8,"Massachusetts",-72.61528,42.256668,"Saurischia","Eubrontidae"
830053,"Plesiornis",null,null,null,201.3,190.8,"Massachusetts",-72.577133,42.158909,"Saurischia",null
830081,"Argoides",null,null,null,201.3,190.8,"Massachusetts",-72.552864,42.611198,"Saurischia",null
830088,"Sauropus",null,null,null,201.3,190.8,"Massachusetts",-72.552864,42.611198,"Saurischia","Sauropodidae"
830144,"Platypterna",null,null,null,201.3,190.8,"Massachusetts",-72.514664,42.606197,"Saurischia",null
830175,"Argoides",null,null,null,201.3,190.8,"Massachusetts",-72.535553,42.609165,"Saurischia",null
830232,"Selenichnus",null,null,null,201.3,199.3,"Massachusetts",-72.530952,42.606773,"Saurischia",null
830235,"Anticheiropus",null,null,null,201.3,199.3,"Massachusetts",-72.530952,42.606773,"Saurischia",null
830256,"Platypterna",null,null,null,201.3,199.3,"Massachusetts",-72.530952,42.606773,"Saurischia",null
830554,"Argoides",null,null,null,201.3,190.8,"Massachusetts",-72.610413,42.127979,"Saurischia",null
830582,"Sauropus",null,null,null,201.3,190.8,"Massachusetts",-72.542458,42.610104,"Saurischia","Sauropodidae"
830626,"Platypterna",null,null,null,201.3,190.8,"Massachusetts",-72.626053,42.235325,"Saurischia",null
830627,"Eubrontes (Brontozoum)",null,null,null,201.3,190.8,"Massachusetts",-72.626053,42.235325,"Saurischia","Eubrontidae"
830711,"Plectropus",null,null,null,201.3,190.8,"Connecticut",-72.657867,41.725101,"Saurischia",null
830730,"Plesiornis",null,null,null,201.3,190.8,"Connecticut",-72.657867,41.725101,"Saurischia",null
830750,"Sauropus",null,null,null,228,208.5,"New Jersey",-75.095001,40.568611,"Saurischia","Sauropodidae"
830752,"Argoides",null,null,null,228,208.5,"New Jersey",-75.095001,40.568611,"Saurischia",null
830754,"Eubrontes (Brontozoum)",null,null,null,199.3,190.8,"New Jersey",-74.407097,40.902599,"Saurischia","Eubrontidae"
830878,"Megalosaurus","carnivorous","large theropod",9,72.1,66,"Languedoc-Roussillon",2.209052,42.925678,"Saurischia","Megalosauridae"
830879,"Hypselosaurus","herbivorous","sauropod",12,72.1,66,"Languedoc-Roussillon",2.209052,42.925678,"Saurischia","Titanosauridae"
830880,"Hypselosaurus","herbivorous","sauropod",12,72.1,66,"Languedoc-Roussillon-Midi-Pyrénées",2.219811,42.925823,"Saurischia","Titanosauridae"
830907,"Lohuecotitan",null,null,null,83.5,66,"Castilla-La Mancha",-2.021356,39.950359,"Saurischia",null
831097,"Alioramus","carnivorous","large theropod",6,72.1,66,"Bayankhongor",99,43,"Saurischia","Tyrannosauridae"
831099,"Tarbosaurus","carnivorous","large theropod",10,72.1,66,"Bayankhongor",99,43,"Saurischia","Tyrannosauridae"
831511,"Cetiosaurus","herbivorous","sauropod",18,140.2,136.4,"England",0.509501,50.899384,"Saurischia",null
831512,"Megalosaurus","carnivorous","large theropod",9,140.2,136.4,"England",0.509501,50.899384,"Saurischia","Megalosauridae"
831529,"Megalosaurus","carnivorous","large theropod",9,161.2,155.7,"England",-0.796329,54.134842,"Saurischia","Megalosauridae"
831530,"Megalosaurus","carnivorous","large theropod",9,161.2,155.7,"England",-1.323881,51.700703,"Saurischia","Megalosauridae"
831908,"Cetiosaurus","herbivorous","sauropod",18,167.7,164.7,"England",-1.233333,51.799999,"Saurischia",null
832132,"Megalosaurus","carnivorous","large theropod",9,125.45,122.46,"England",0.2,52.116699,"Saurischia","Megalosauridae"
832265,"Pelorosaurus","herbivorous","sauropod",25,150.8,140.2,"Nord-Pas-de-Calais",1.616667,50.766666,"Saurischia",null
834147,"Taupezia",null,null,null,145,139.8,"England",-1.967718,50.603161,"Saurischia",null
837483,"Wildeichnus",null,null,null,155.7,150.8,"Kielce",20.5,50.700001,"Saurischia",null
837484,"Wildeichnus",null,null,null,161.2,155.7,"Kielce",21.033333,51.5,"Saurischia",null
